#	Code	Name	Hex	R	G	B	C	M	Y	K
126	97	Cadmium Red Deep	#932331	147	35	49	23.0	100.0	85.0	17.0
127	895	Cadmium-Free Red Deep	#932331	147	35	49	23.0	100.0	85.0	17.0
128	468	Permanent Alizarin Crimson	#B62638	182	38	56	15.0	100.0	84.0	4.0
129	395	Mars Violet Deep	#72232C	114	35	44	29.0	96.0	80.0	32.0
130	94	Cadmium Red	#C02637	192	38	55	11.0	100.0	86.0	2.0
131	901	Cadmium-Free Red	#C02637	192	38	55	11.0	100.0	86.0	2.0
132	42	Bright Red	#B72732	183	39	50	14.0	100.0	93.0	4.0
133	725	Winsor Red Deep	#AC2730	172	39	48	17.0	100.0	94.0	8.0
134	317	Indian Red	#6A1F23	106	31	35	29.0	98.0	91.0	36.0
135	603	Scarlet Lake	#C0252B	192	37	43	11.0	100.0	100.0	2.0
136	4	Alizarin Crimson	#99262A	153	38	42	22.0	100.0	98.0	15.0
137	726	Winsor Red	#B9262B	185	38	43	13.0	100.0	100.0	4.0
138	635	Terra Rosa	#9C272A	156	39	42	22.0	100.0	100.0	13.0
